Company,County,Distress tier (1 is highest),Primary address,Other counties,Award date,Program,Status,Announced new jobs,Actual new jobs,Projected award,Awarded to date,Grant term (days),Elapsed days,Minimum new jobs,Minimum retained jobs,Actual retained jobs,Minimum average wage,Actual average wage,Announced wage,Investment required,Actual investment,count-project,count-grant,lat,lng,conf
Marbach America,Mecklenburg&nbsp;County,3,"100-B Forsyth Hall Drive, Charlotte, NC",,11/30/11,One NC,"Closed, Funds Disbursed",30,30,"$50,000 ","$50,000 ","1,095","1,095",27,0,0,$666 ,"$1,000 ",,"$2,700,000 ","$2,920,000 ",1,1,35.099278,-80.828978,0.587
Marves Industries,Burke&nbsp;County,1,"205 Cline Park Drive, Hildebran, NC",,12/7/09,One NC,"Closed, $0 Disbursed",66,0,"$200,000 ",$0 ,"1,095","1,095",59,0,0,$546 ,$0 ,"$33,636 ","$1,575,061 ",$0 ,1,1,35.718277,-81.413978,
Masterbrand Cabinets,Lenoir&nbsp;County,1,"651 Collier Lofton Road, Kinston, NC",,4/21/10,One NC,"Closed, Funds Disbursed",334,188,"$200,000 ","$100,000 ","1,095","1,095",301,249,249,$446 ,$0 ,"$25,787 ","$3,375,000 ","$4,047,178 ",1,1,35.230969,-77.58003,0.763
Medicago USA,Durham&nbsp;County,3,"Research Triangle Park, Durham, NC",,8/9/10,One NC,"Closed, Funds Disbursed",85,53,"$128,000 ","$64,000 ","1,095","1,095",77,0,0,$869 ,"$1,590 ","$50,229 ","$9,720,000 ","$36,734,085 ",1,1,36.003206,-78.93757,0.623
Michelin North America,Stanly&nbsp;County,2,"South Stanly School Road, Norwood NC",,4/9/10,One NC,"Closed, Funds Disbursed",74,136,"$620,000 ","$620,000 ","1,095","1,095",67,306,306,$619 ,$968 ,"$35,784 ","$10,170,000 ","$13,611,413 ",1,1,35.231771,-80.140176,0.857
Midway Aircraft Instrument Corp,Union&nbsp;County,3,"1419 N Rocky River Road, Monroe, NC",,12/11/12,One NC,Active,36,22,"$12,500 ",$0 ,"1,095",385,32,0,0,$870 ,"$1,009 ","$50,019 ","$2,070,000 ","$2,252,058 ",1,1,35.009903,-80.608226,0.866
MiTek Industries,Chowan&nbsp;County,2,"818 Soundside Road, Edenton, NC",,4/20/09,One NC,"Closed, $0 Disbursed",29,0,"$28,000 ",$0 ,"1,095","1,095",26,75,75,$452 ,$0 ,"$26,138 ","$1,800,000 ",$0 ,1,1,36.017302,-76.563529,0.902
Mitsubishi Nuclear Energy Systems,Mecklenburg&nbsp;County,3,"11405 N Community House Road		, Charlotte, NC 28277-4409",,5/31/11,JDIG,Terminated,135,88,"$2,883,750 ",$0 ,"1,825","1,825",122,0,0,"$92,209 ","$176,403 ","$102,454 ",$0 ,$0 ,1,1,35.057909,-80.836321,1
Moran Foods,Davidson&nbsp;County,2,"Lexington Business Center, Lexington, NC",,10/11/10,One NC,"Closed, $0 Disbursed",43,0,"$125,000 ",$0 ,"1,095","1,095",39,0,0,$524 ,$0 ,"$30,279 ","$21,960,000 ",$0 ,1,1,35.797784,-80.262237,
Morganton Pressure Vessels,McDowell&nbsp;County,2,"1 Alfredo Baglioni Drive, Marion, NC",,5/18/09,One NC,"Closed, Funds Disbursed",43,68,"$129,000 ","$129,000 ","1,095","1,095",39,23,23,$486 ,$0 ,"$28,105 ","$1,700,000 ","$1,770,335 ",1,1,35.976894,-82.112234,0.682
Mountaire Farms,Robeson&nbsp;County,1,"17269 NC Hwy 71 North, Lumber Bridge, NC",,4/14/10,One NC,"Closed, $0 Disbursed",51,0,"$150,000 ",$0 ,"1,095","1,095",46,"2,232","2,232",$477 ,$0 ,"$27,553 ","$16,100,000 ",$0 ,1,1,34.868385,-79.106414,0.417
MVP Group International,Surry&nbsp;County,1,"430 Gentry Road, Elkin, NC",,7/18/11,One NC,Active,67,0,"$86,000 ",$0 ,"1,095",897,60,104,104,$485 ,$0 ,"$28,033 ","$9,535,500 ",$0 ,1,1,36.293674,-80.952693,0.902
Nature's Earth Pellets NC,Scotland&nbsp;County,1,"16900 Aberdeen Road, Laurinburg, NC",,4/7/09,One NC,"Closed, $0 Disbursed",98,0,"$196,000 ",$0 ,"1,095","1,095",88,0,0,$552 ,$0 ,"$29,362 ","$10,800,000 ",$0 ,1,1,34.803289,-79.458295,0.708
Neighborhood Assistance Corp of America (NACA),Mecklenburg&nbsp;County,3,"5855 Executive Center Drive, Charlotte, NC",,6/10/09,One NC,"Closed, $0 Disbursed","1,014",0,"$1,000,000 ",$0 ,"1,460","1,460",913,102,102,$624 ,$0 ,"$35,982 ","$1,080,000 ",$0 ,1,1,35.199556,-80.743016,0.902
NetApp,Wake&nbsp;County,3,"7301 Kit Creek Road, Research Triangle Park, NC 27709-0266",,7/23/12,JDIG,Active,460,Not Reported,"$11,781,750 ",$0 ,"1,460",161,414,"1,450",Not Reported,"$91,500 ",Not Reported,"$100,000 ","$67,500,000 ", Not Reported ,0,0,35.85724,-78.885607,0.488
New Belgium Brewing Co,Buncombe&nbsp;County,3,"65 Craven Street, Asheville, NC",,4/4/12,One NC,Active,154,0,"$1,000,000 ",$0 ,"2,920",636,117,0,0,$835 ,$0 ,"$48,222 ","$103,500,000 ",$0 ,1,1,35.586241,-82.57237,0.78
NGK Ceramics USA,Iredell&nbsp;County,3,"119 Mazepp Road, Mooresville, NC",,8/2/12,One NC,Active,86,102,"$160,000 ",$0 ,"1,095",516,77,549,549,$665 ,$796 ,"$38,416 ","$83,700,000 ","$80,672,000 ",1,1,35.613532,-80.817154,0.873
Niagara Bottling,Iredell&nbsp;County,3,"Mooresville Business Park, Mooresville, NC",,6/21/11,One NC,"Closed, Funds Disbursed",66,76,"$200,000 ","$200,000 ","1,095","1,095",59,0,0,$683 ,$950 ,"$39,447 ","$40,500,000 ","$50,566,580 ",1,1,35.620467,-80.784578,0.707
Norandal USA,Rowan&nbsp;County,2,"1709 Jake Alexander Blvd S, Salisbury, NC",,8/5/10,One NC,"Closed, Funds Disbursed",25,21,"$108,000 ","$81,000 ","1,095","1,095",23,163,825,$746 ,"$1,167 ","$43,097 ","$6,300,000 ","$6,393,967 ",1,1,35.6417,-80.472007,0.902
North American Aerodynamics,Person&nbsp;County,2,"110 Carver Drive, Roxboro, NC",,10/5/09,One NC,"Closed, $0 Disbursed",375,0,"$300,000 ",$0 ,"1,095","1,095",338,100,100,$414 ,$0 ,"$23,834 ","$803,700 ",$0 ,1,1,36.407613,-78.973745,
North Cove Springs Bottling and Beverage,McDowell&nbsp;County,2,"13195 Hwy 221N, Marion NC",,11/17/09,One NC,"Closed, $0 Disbursed",138,0,"$310,000 ",$0 ,"1,095","1,095",124,3,3,$487 ,$0 ,"$28,141 ","$3,000,000 ",$0 ,1,1,35.841503,-81.989685,0.805
Novartis,Wake&nbsp;County,3,"475 Green Oaks Parkway, Holly Springs, NC",,12/22/10,One NC,"Closed, Funds Disbursed",100,104,"$1,000,000 ","$1,000,000 ","1,095","1,095",95,280,280,"$1,838 ","$2,637 ","$106,200 ","$32,400,000 ","$34,032,647 ",1,1,35.659748,-78.868166,0.708
Novartis,Wake&nbsp;County,3,"475 Green Oaks Parkway	, Holly Springs, NC 27540-7976",,12/22/10,JDIG,Active,100,104,"$2,706,750 ","$496,646 ",730,730,95,350,374,"$95,580 ","$137,102 ","$106,200 ","$32,400,000 ","$34,032,647 ",0,1,35.659748,-78.868166,0.805
Novo Nordisk Pharmaceutical Industries,Johnston&nbsp;County,3,"3612 Powhatan Road, Clayton, NC 27527-9217",,10/4/10,JDIG,Active,85,115,"$840,000 ","$134,250 ","1,825",819,77,436,436,"$38,678 ","$67,096 ","$42,976 ","$117,962,671 ","$104,551,058 ",0,1,35.592729,-78.353858,0.627
Novo Nordisk Pharmaceutical Industries,Johnston&nbsp;County,3,"3612 Powhatan Road, Clayton, NC",,10/4/10,One NC,Active,85,115,"$400,000 ","$353,000 ","1,095","1,095",68,436,436,$744 ,"$1,290 ","$42,976 ","$65,762,671 ","$104,551,058 ",1,1,35.61517,-78.411373,0.708
NSA Holdings,Forsyth&nbsp;County,3,"40 Creswell Court, Greensboro, NC",,1/26/11,One NC,Active,308,247,"$300,000 ","$225,000 ","1,460","1,070",277,0,0,$734 ,$835 ,"$42,072 ","$1,143,900 ","$1,344,886 ",1,1,35.998846,-79.875915,0.902
Nussbaum Automotive Solutions,Gaston&nbsp;County,2,"1932 Jordache Ct, Gastonia, NC",,10/26/12,One NC,Active,83,3,"$137,000 ",$0 ,"1,095",431,75,0,0,$898 ,"$1,082 ","$51,875 ","$6,840,000 ","$2,911,135 ",1,1,35.276938,-81.243309,0.902
Nypro,Buncombe&nbsp;County,3,"100 Vista Road, Arden, NC",,10/4/10,One NC,"Closed, $0 Disbursed",156,0,"$200,000 ",$0 ,"1,095","1,095",32,218,218,$571 ,$0 ,"$30,951 ","$24,000,000 ",$0 ,1,1,35.466712,-82.58182,0.756
Ossid,Edgecombe&nbsp;County,1,"4000 College Road, Rocky Mount, NC",,4/4/11,One NC,"Closed, $0 Disbursed",6,0,"$200,000 ",$0 ,"1,095","1,095",6,79,79,$577 ,$0 ,"$38,000 ","$849,332 ",$0 ,1,1,34.333911,-78.713048,0.539
P&G Manufacturing,Beaufort&nbsp;County,1,"Beaufort County Industrial Park, NC",,8/12/11,One NC,Active,32,0,"$96,000 ",$0 ,"1,095",872,29,33,33,$580 ,$0 ,"$33,516 ","$3,600,000 ",$0 ,1,1,35.593472,-77.098523,0.488
Palziv North America,Franklin&nbsp;County,2,"7966 NC Hwy 56, Louisburg, NC",,10/30/09,One NC,"Closed, Funds Disbursed",72,69,"$250,000 ","$250,000 ","1,095","1,095",65,0,0,$591 ,$708 ,"$34,167 ","$7,000,000 ","$8,418,028 ",1,1,36.083282,-78.336059,0.78
PAS USA,Beaufort&nbsp;County,1,"2010 West 15th Street, Washington, NC",,11/30/10,One NC,Active,239,61,"$800,000 ","$200,000 ","1,825","1,127",215,125,125,$458 ,$543 ,"$27,258 ","$2,880,000 ","$237,679 ",1,1,35.562567,-77.061825,0.643
Pate-Dawson Co,Iredell&nbsp;County,3,"402 Statesvile Industrial Park, Route 70, Statesville, NC",,12/19/11,One NC,Active,49,41,"$150,000 ","$112,500 ","1,095",743,44,412,412,$823 ,$892 ,"$47,531 ","$7,650,000 ","$8,225,293 ",1,1,35.768837,-80.85428,0.512
PepsiCo,Forsyth&nbsp;County,3,"1100 Reynolds Blvd, Winston-Salem, NC",,10/29/10,One NC,"Closed, $0 Disbursed",195,0,"$400,000 ",$0 ,"1,095","1,095",176,870,870,$606 ,$0 ,"$36,077 ","$6,750,000 ",$0 ,1,1,36.134425,-80.251566,0.902
Piedmont Aviation Component Services,Forsyth&nbsp;County,3,"1031 East Mountain St, Kernersville NC",,2/6/09,One NC,"Closed, $0 Disbursed",120,0,"$44,000 ",$0 ,"1,095","1,095",108,126,126,$780 ,$0 ,"$44,805 ","$5,800,000 ",$0 ,1,1,36.112029,-80.051217,0.902
Piedmont Pharmaceuticals,Guilford&nbsp;County,3,"204 Muirs Chapel Rd, Greensboro, NC",,9/17/12,One NC,Active,14,5,"$88,000 ",$0 ,"1,095",470,13,12,12,"$1,877 ","$2,929 ","$108,429 ","$251,000 ","$43,843 ",1,1,36.073907,-79.870546,0.902
Piedmont Propulsion Systems,Forsyth&nbsp;County,3,"4401 Lancing Drive, Winston-Salem, NC",,1/17/12,One NC,Active,25,0,"$50,000 ",$0 ,"1,095",714,23,31,31,$594 ,$0 ,"$34,304 ","$1,490,000 ",$0 ,1,1,36.149334,-80.22231,0.873
Pierre Foods,Catawba&nbsp;County,2,"3437 E Main Street, Claremont, NC",,3/4/10,One NC,"Closed, $0 Disbursed",500,0,"$600,000 ",$0 ,"1,095","1,095",450,717,717,$458 ,$0 ,"$26,467 ","$15,120,000 ",$0 ,1,1,35.71637,-81.141998,0.78
Pittsburgh Glass Works,Surry&nbsp;County,1,"300 PGW Drive, Elkin, NC 28621-8923",,4/12/11,JDIG,Active,260,6,"$2,103,000 ",$0 ,"1,460",629,234,19,20,"$30,608 ","$100,145 ","$30,608 ","$76,514,000 ",$0 ,1,1,36.213873,-80.862437,0.512
Pittsburgh Glass Works,Surry&nbsp;County,1,"Blythe Candle Company Building, Elkin, NC",,4/12/11,One NC,Active,260,0,"$500,000 ",$0 ,"1,460",994,234,19,19,$589 ,$0 ,"$30,608 ","$76,514,000 ",$0 ,0,1,36.27637,-80.83661,0.571
Plastek Industries,Richmond&nbsp;County,1,"1015 County Home Road, Hamlet NC",,4/12/10,One NC,"Closed, Funds Disbursed",250,233,"$250,000 ","$24,444 ","1,095","1,095",225,0,0,$568 ,$569 ,"$32,800 ","$17,100,000 ","$35,818,861 ",1,1,34.917032,-79.680028,0.78
Plastek Industries,Richmond&nbsp;County,1,"1015 County Home Road, Hamlet, NC 28345-4390",,4/12/10,JDIG,Active,250,233,"$1,976,000 ","$436,518 ","1,095",994,225,0,77,"$29,542 ","$29,587 ","$32,800 ","$17,100,000 ","$22,783,678 ",0,1,34.917032,-79.680028,0.878
Plasticard Locktech International LLP,Buncombe&nbsp;County,3,"605 Sweeten Creek Industrial Park, Asheville, NC",,5/17/12,One NC,Active,42,0,"$84,000 ",$0 ,"1,095",593,38,200,200,$456 ,$0 ,"$26,190 ","$3,960,000 ",$0 ,1,1,35.545642,-82.515675,0.74
Precision Hydraulic Cylinders,Duplin&nbsp;County,2,"196 N Hwy 41, Beulaville, NC",,11/4/10,One NC,"Closed, Funds Disbursed",89,55,"$92,000 ","$46,000 ","1,095","1,095",80,111,111,$463 ,$787 ,"$26,777 ","$3,065,850 ","$4,247,163 ",1,1,34.922799,-77.773753,0.659
PreGel America,Cabarrus&nbsp;County,3,"4450 Fortune Ave NW, Concord, NC",,11/15/11,One NC,Active,48,0,"$67,500 ",$0 ,"1,095",777,43,80,80,$701 ,$0 ,"$40,500 ","$10,260,000 ",$0 ,1,1,35.427962,-80.654845,0.614
Premier Healthcare Solutions,Mecklenburg&nbsp;County,3,"13034 Ballantyne Corporate Place, Charlotte, NC 28277-1498",,10/14/09,JDIG,Active,300,231,"$4,089,000 ","$572,250 ","1,825","1,174",270,748,748,"$62,460 ","$125,509 ","$69,400 ","$15,930,000 ","$77,939,264 ",1,1,35.060763,-80.847527,1
Premiere Fibers,Anson&nbsp;County,1,"10056 Hwy 52 N, Ansonville, NC",,9/28/09,One NC,"Closed, Funds Disbursed",20,18,"$50,200 ","$50,200 ","1,095","1,095",18,132,132,$419 ,$837 ,"$24,204 ","$2,250,000 ","$5,924,061 ",1,1,35.119849,-80.104363,
Providencia USA,Iredell&nbsp;County,3,"200 Deer Ridge, Statesville, NC",,1/26/11,One NC,"Closed, $0 Disbursed",28,0,"$42,000 ",$0 ,"1,095","1,095",25,52,52,$629 ,$0 ,"$33,500 ","$54,000,000 ",$0 ,1,1,35.813901,-80.959048,0.737
Punker,Catawba&nbsp;County,2,"914-916 25th Street SE, Hickory, NC",,11/28/11,One NC,Active,56,0,"$78,100 ",$0 ,"1,095",764,50,0,0,$620 ,$0 ,"$35,850 ","$3,810,000 ",$0 ,1,1,35.717073,-81.287499,
QVC Inc,Edgecombe&nbsp;County,1,"100 QVC Boulevard, Rocky Mount, NC",,2/9/11,One NC,Active,200,0,"$1,000,000 ",$0 ,"1,460","1,056",180,541,541,$471 ,$0 ,"$30,216 ","$63,900,000 ",$0 ,1,1,35.923001,-77.682756,0.424
Ralph Lauren,Guilford&nbsp;County,3,"Guilford County, NC",,6/14/12,One NC,Active,500,0,"$500,000 ",$0 ,"1,460",565,450,"1,422","1,422",$595 ,$0 ,"$31,000 ","$87,300,000 ",$0 ,1,1,36.081761,-79.894958,0.646
Ralph Lauren,Guilford&nbsp;County,3,"4100 Beechwood Drive, Greensboro, NC 27410-8117",,6/14/12,JDIG,Active,500,Not Reported,"$2,455,500 ",$0 ,"1,460",200,450,"1,422",Not Reported,"$30,944 ",Not Reported,"$31,000 ","$87,300,000 ", Not Reported ,0,0,36.053771,-79.945878,1
Red F PBC,Mecklenburg&nbsp;County,3,"2101 Rexford Road, Suite 300W, Charlotte, NC",,12/17/10,One NC,"Closed, $0 Disbursed",60,0,"$60,000 ",$0 ,"1,095","1,095",54,46,46,$808 ,$0 ,"$47,167 ","$7,830,000 ",$0 ,1,1,35.157952,-80.83225,0.902
Red Hat,Wake&nbsp;County,3,"100 East Davie Street, Raleigh, NC 27601-2088",,1/10/11,JDIG,Active,540,241,"$6,755,250 ","$468,750 ","1,460",721,180,696,696,"$72,473 ","$108,016 ","$80,525 ","$30,000,000 ",$0 ,1,1,35.77556,-78.638356,1
Red Hat,Wake&nbsp;County,3,"100 East Davie Street, Raleigh, NC 27601-2088",,1/10/11,JDIG,Active,540,Not Reported,"$8,270,250 ",$0 ,"1,825",721,225,876,Not Reported,"$74,774 ",Not Reported,"$80,525 ","$7,222,500 ", Not Reported ,0,0,35.77556,-78.638356,1
Reed Elsevier,Wake&nbsp;County,3,"2000 Regency Parkway, Cary, NC 27518-7718",,2/15/12,JDIG,Active,350,49,"$8,860,500 ",$0 ,"1,825",320,315,311,383,"$82,480 ","$113,748 ","$91,644 ",$0 ,$0 ,1,1,35.734555,-78.78897,1
Reich,Buncombe&nbsp;County,3,"140 Vista Blvd, Arden, NC",,10/18/10,One NC,Active,56,49,"$175,000 ","$131,250 ","1,095","1,095",50,0,0,$571 ,$729 ,"$32,435 ","$29,700,000 ","$25,441,678 ",1,1,35.467271,-82.581569,0.722
REPI,Gaston&nbsp;County,2,"2825 Repi Court, Dallas, NC",,3/16/11,One NC,Active,27,9,"$75,000 ","$18,750 ","1,460","1,021",24,3,3,$720 ,$999 ,"$41,586 ","$5,230,800 ","$6,764,914 ",1,1,35.235652,-81.334972,0.463
Reser's Fine Foods,Halifax&nbsp;County,1,"Halifax Industrial Center, NC Hwy 903, Halifax, NC",,1/19/10,One NC,Active,500,0,"$1,000,000 ",$0 ,"1,825","1,442",450,260,260,$409 ,$0 ,,"$56,250,000 ",$0 ,1,1,36.362709,-77.666516,
Richmond Specialty Yarns,Richmond&nbsp;County,1,"1748 North US Highway 220, Ellerbe, NC",,11/9/09,One NC,"Closed, Funds Disbursed",135,174,"$150,000 ","$75,000 ","1,095","1,095",248,0,0,$449 ,$466 ,"$25,931 ","$900,000 ","$922,979 ",1,1,35.057274,-79.768175,0.805
Rock-Tenn Converting Company,McDowell&nbsp;County,1,"33 Burgin Street, Marion, NC",,3/29/11,One NC,Active,124,58,"$372,000 ","$93,750 ","1,825","1,008",112,625,625,$572 ,$824 ,"$33,023 ","$26,792,819 ","$22,567,326 ",1,1,35.682603,-82.012135,0.902
S&D Coffee,Cabarrus&nbsp;County,3,"7955 West Winds Blvd, Concord, NC 28027-3306",,11/19/12,One NC,Active,200,0,"$300,000 ",$0 ,"1,825",407,180,613,613,$628 ,$0 ,"$36,311 ","$42,300,000 ",$0 ,1,1,35.39028,-80.721738,1
S&D Coffee,Cabarrus&nbsp;County,3,"7955 West Winds Blvd, Concord, NC 28027-3306",,11/19/12,JDIG,Active,200,Not Reported,"$1,563,000 ",$0 ,"1,460",42,180,613,Not Reported,"$32,680 ",Not Reported,"$36,311 ","$42,300,000 ", Not Reported ,0,0,35.39028,-80.721738,1
Saertex USA,Mecklenburg&nbsp;County,3,"12200-A Mt Holly-Huntersville Road, Huntersville, NC",,10/18/10,One NC,"Closed, $0 Disbursed",178,0,"$110,000 ",$0 ,"1,460","1,460",160,126,126,$794 ,$0 ,"$41,506 ","$5,850,000 ",$0 ,1,1,35.375577,-80.854162,0.685
SANS Technical Fibers,Rockingham&nbsp;County,1,"4721 NC Highway 770, Stoneville, NC",,12/1/09,One NC,"Closed, Funds Disbursed",25,57,"$60,000 ","$60,000 ","1,095","1,095",25,96,96,$445 ,$720 ,"$25,669 ","$2,800,000 ","$4,240,715 ",1,1,36.467884,-79.889737,0.79
Sattler AG,Caldwell&nbsp;County,1,"447 Main Street, Hudson, NC",,12/1/10,One NC,"Closed, Funds Disbursed",76,73,"$150,000 ","$150,000 ","1,095","1,095",68,0,0,$664 ,$873 ,"$39,934 ","$4,050,000 ","$4,333,809 ",1,1,35.850339,-81.496877,0.902
SBFI - North America,McDowell&nbsp;County,1,"769 E Main St, Old Fort, NC",,5/31/12,One NC,Active,25,0,"$75,000 ",$0 ,"1,095",579,23,101,101,$538 ,$0 ,"$31,080 ","$1,260,000 ",$0 ,1,1,35.634167,-82.172174,0.78
Schletter,Cleveland&nbsp;County,1,"1001 Commerce Center Drive, Shelby, NC 28150-7728",,8/13/12,JDIG,Active,305,8,"$2,930,000 ",$0 ,"1,825",140,275,0,0,"$36,594 ","$34,308 ","$40,660 ","$24,480,000 ",$0 ,1,1,35.091456,-80.887044,0.496
Schletter,Cleveland&nbsp;County,1,"1001 Commerce Drive, Shelby, NC",,8/13/12,One NC,Active,305,0,"$630,000 ",$0 ,"1,460",505,275,0,0,$704 ,$0 ,"$40,660 ","$24,480,000 ",$0 ,0,1,35.091456,-80.887044,0.61
SCR-Tech,Mecklenburg&nbsp;County,3,"11701 Mt Holly Road, Charlotte, NC",,9/3/09,One NC,"Closed, Funds Disbursed",61,38,"$90,000 ","$62,100 ","1,095","1,095",55,47,47,$855 ,"$1,087 ","$49,372 ","$10,260,000 ","$15,292,095 ",1,1,35.298505,-80.998729,0.84
Semprius,Vance&nbsp;County,1,"145 Technology Lane, Henderson, NC",,7/19/11,One NC,Active,256,0,"$600,000 ",$0 ,"1,460",896,230,29,29,$789 ,$0 ,"$45,565 ","$80,730,000 ",$0 ,0,1,36.319024,-78.487487,0.805
Semprius,Vance&nbsp;County,1,"145 Technology Lane, Henderson, NC",,7/19/11,JDIG,Active,256,5,"$3,065,000 ",$0 ,"1,825",531,230,29,31,"$41,009 ","$97,394 ","$45,565 ","$80,730,000 ",$0 ,1,1,36.319024,-78.487487,0.878
Sequenom,Wake&nbsp;County,3,"7010 Kit Creek Road, Research Triangle Park, NC 27709",,10/12/11,JDIG,Active,242,13,"$2,355,750 ",$0 ,"1,825",446,218,0,0,"$48,349 ","$54,168 ","$53,721 ","$16,803,000 ",$0 ,1,1,35.856732,-78.86997,0.488
Shalag US,Granville&nbsp;County,2,"917 SE Industry Drive, Oxford, NC",,10/9/09,One NC,"Closed, Funds Disbursed",42,39,"$110,000 ","$110,000 ","1,095","1,095",38,0,0,$692 ,"$1,020 ","$39,966 ","$14,760,000 ","$16,857,508 ",1,1,36.311814,-78.55064,
Shalag US,Granville&nbsp;County,2,"917 SE Industrial Drive, Oxford, NC",,10/6/11,One NC,Active,25,13,"$75,000 ","$37,500 ","1,095",817,23,42,42,$595 ,$967 ,"$34,400 ","$13,950,000 ","$15,676,842 ",1,1,36.309009,-78.557775,
Sheetz Distribution Services,Alamance&nbsp;County,2,"Whites Kennel Road, Burlington, NC 27215",,9/5/12,JDIG,Active,254,Not Reported,"$1,931,200 ",$0 ,"1,460",117,229,0,Not Reported,"$27,841 ",Not Reported,"$29,133 ","$29,560,000 ", Not Reported ,0,0,36.042383,-79.438848,1
Sheetz Distribution Services,Alamance&nbsp;County,2,"Whites Kennel Road, Burlington, NC 27215",,9/5/12,One NC,Active,254,0,"$800,000 ",$0 ,"2,190",482,229,0,0,$535 ,$0 ,"$29,133 ","$29,560,000 ",$0 ,1,1,36.042383,-79.438848,1
Sid Tool Co,Mecklenburg&nbsp;County,3,"3410 Saint Vardell Lane A, Charlotte, NC 28217-1436",,6/20/12,JDIG,Active,400,Not Reported,"$11,772,750 ",$0 ,"1,460",194,360,64,Not Reported,"$79,176 ",Not Reported,"$79,000 ","$28,170,000 ", Not Reported ,0,0,35.199492,-80.880017,0.447
Sid Tool Co,Mecklenburg&nbsp;County,3,"Harbor Place (i-77 & Exit 30), Davidson, NC",,6/20/12,One NC,Active,400,0,"$1,050,000 ",$0 ,"1,825",559,360,0,0,"$1,523 ",$0 ,"$79,000 ","$28,170,000 ",$0 ,1,1,35.505859,-80.865576,0.468
Siegwerk EIC,Burke&nbsp;County,1,"1 Quality Products Road, Morganton, NC",,12/13/12,One NC,Active,18,18,"$36,000 ",$0 ,"1,095",383,16,112,112,$456 ,$807 ,"$420,000 ","$2,700,000 ","$1,000,000 ",1,1,35.711298,-81.695892,0.902
Siemens Energy,Wake&nbsp;County,3,"7000 Siemens Road, Wendell, NC 27591-8309",Wake (Tier 3),10/14/10,JDIG,Active,139,105,"$2,574,000 ","$300,750 ","1,460",809,125,260,260,"$79,862 ","$136,450 ","$88,883 ",$0 ,$0 ,1,1,35.816262,-78.388314,0.654
Siemens Energy,Mecklenburg&nbsp;County,3,"5010 Westinghouse Blvd, Charlotte, NC",,3/11/10,One NC,Active,825,475,"$1,000,000 ","$714,286 ","1,095","1,095",420,777,777,"$1,107 ","$2,169 ","$64,000 ","$121,500,000 ","$180,445,630 ",1,1,35.142313,-80.984566,0.902
Siemens Energy,Mecklenburg&nbsp;County,3,"5101 Westinghouse Blvd, Charlotte, NC 28273-9640",,5/14/09,JDIG,Active,226,226,"$2,745,000 ","$633,750 ","1,825","1,327",203,775,"1,250","$54,003 ","$105,031 ","$66,463 ","$44,968,000 ","$45,307,807 ",1,1,35.143296,-80.985417,1
Siemens Energy,Mecklenburg&nbsp;County,3,"5101 Westinghouse Blvd, Charlotte, NC 28273-9640",,3/11/10,JDIG,Active,825,475,"$21,756,750 ","$1,085,250 ","1,825","1,026",660,777,"1,001","$57,569 ","$112,787 ","$64,000 ","$121,500,000 ",$0 ,0,1,35.143296,-80.985417,1
Sierra Nevada Brewing Co,Henderson&nbsp;County,3,"Ferncliff Industrial Park, Henderson, NC",,1/24/12,One NC,Active,95,0,"$1,025,000 ",$0 ,"1,825",707,86,0,0,$717 ,$0 ,"$41,526 ","$96,750,000 ",$0 ,1,1,35.325794,-82.581834,0.583
Sioux Tools,Cherokee&nbsp;County,2,"250 Snap-on Drive, Murphy, NC",,2/19/09,One NC,"Closed, $0 Disbursed",40,0,"$120,000 ",$0 ,"1,095","1,095",36,163,163,$532 ,$0 ,"$30,751 ","$1,760,000 ",$0 ,1,1,35.131159,-84.038776,0.508
Smithfield-Kinston,Lenoir&nbsp;County,1,"1780 Smithfield Way, Kinston, NC",,11/8/11,One NC,Active,330,0,"$700,000 ",$0 ,"1,095",784,297,340,340,$478 ,$0 ,"$27,644 ","$76,900,000 ",$0 ,1,1,35.407859,-77.215623,0.547
Solaris Industries,Cleveland&nbsp;County,1,"133 Industrial Drive, Kings Mountain, NC",,2/2/10,One NC,"Closed, Funds Disbursed",40,24,"$50,000 ","$33,500 ","1,095","1,095",36,0,0,$555 ,$797 ,"$32,080 ","$2,880,000 ","$3,109,000 ",1,1,35.222221,-81.336794,0.902
Solstas Lab Partners Group,Guilford&nbsp;County,3,"High Point, Guilford County, NC",,2/7/12,One NC,Active,300,0,"$450,000 ",$0 ,"1,095",693,270,721,721,$848 ,$0 ,"$45,000 ","$6,750,000 ",$0 ,1,1,36.063077,-79.94818,0.455
Sonoco Plastics,Haywood&nbsp;County,2,"288 Howell Mill Road, Waynesville, NC",,11/16/11,One NC,Active,35,0,"$140,000 ",$0 ,"1,095",776,32,331,331,$610 ,$0 ,"$35,264 ","$10,551,000 ",$0 ,1,1,35.503791,-82.984338,0.78
Spectrum Mills,McDowell&nbsp;County,2,"253 Barnes Road, Marion, NC",,4/23/10,One NC,"Closed, $0 Disbursed",49,0,"$135,000 ",$0 ,"1,095","1,095",44,0,0,$576 ,$0 ,"$33,286 ","$2,475,000 ",$0 ,1,1,35.655682,-81.970687,0.902
Spinrite Services,Beaufort&nbsp;County,1,"1481 West 2nd Street, Washington, NC",,1/17/12,One NC,Active,90,71,"$180,000 ","$135,000 ","1,095",714,81,0,0,$435 ,$534 ,"$22,222 ","$975,000 ","$963,545 ",1,1,35.55487,-77.073715,0.829
