Company,funding_id,County,Distress Tier (1 is highest),Primary address,Other counties,Award date,Program,Status,Announced new jobs,Actual new jobs,Projected award,Awarded to date,Grant term (days),Elapsed days,Minimum new jobs,Minimum retained jobs,Actual retained jobs,Minimum average wage,Actual average wage,Announced wage,Investment required,Actual investment,count-project,count-grant,lat,lng,
Mountaire Farms,235,Robeson&nbsp;County,1,"17269 NC Hwy 71 North, Lumber Bridge, NC",,4/14/10,One NC,"Closed, $0 Disbursed",51,0,"$150,000",$0,"1,095","1,095",46,"2,232",2232,$477,$0.00,"$27,553","$16,100,000",$0.00,1,1,34.86839,-79.1064,
MVP Group International,371,Surry&nbsp;County,1,"430 Gentry Road, Elkin, NC",,7/18/11,One NC,Active,67,0,"$86,000",$0,"1,460","1,262",60,104,104,$485,$0.00,"$28,033","$9,535,500",$0.00,1,1,36.29367,-80.9527,
Nature's Earth Pellets NC,149,Scotland&nbsp;County,1,"16900 Aberdeen Road, Laurinburg, NC",,4/7/09,One NC,"Closed, $0 Disbursed",98,0,"$196,000",$0,"1,095","1,095",88,0,0,$552,$0.00,"$29,362","$10,800,000",$0.00,1,1,34.80329,-79.4583,
Neighborhood Assistance Corp of America (NACA),164,Mecklenburg&nbsp;County,3,"5855 Executive Center Drive, Charlotte, NC",,6/10/09,One NC,"Closed, $0 Disbursed","1,014",0,"$1,000,000",$0,"1,460","1,460",913,102,102,$624,$0.00,"$35,982","$1,080,000",$0.00,1,1,35.19956,-80.743,
NetApp,461,Wake&nbsp;County,3,"7301 Kit Creek Road, Research Triangle Park, NC 27709-0266",,7/23/12,JDIG,Active,460,202,"$11,781,750","$300,750","1,460",526,414,"1,450",1450,"$91,500","$97,911.00","$100,000","$67,500,000",$0.00,1,1,35.85724,-78.8856,
New Belgium Brewing Co,433,Buncombe&nbsp;County,3,"65 Craven Street, Asheville, NC",,4/4/12,One NC,Active,154,0,"$1,000,000",$0,"2,920","1,001",117,0,0,$835,$0.00,"$48,222","$103,500,000",$0.00,1,1,35.58624,-82.5724,
NGK Ceramics USA,462,Iredell&nbsp;County,3,"119 Mazepp Road, Mooresville, NC",,8/2/12,One NC,"Closed, Funds Disbursed",86,93,"$160,000","$160,000",730,730,77,549,549,$665,$872.00,"$38,416","$83,700,000","$88,475,736.00",1,1,35.61353,-80.8172,
Niagara Bottling,361,Iredell&nbsp;County,3,"Mooresville Business Park, Mooresville, NC",,6/21/11,One NC,"Closed, Funds Disbursed",66,76,"$200,000","$200,000","1,095","1,095",59,0,0,$683,$950.00,"$39,447","$40,500,000","$50,566,580.00",1,1,35.62047,-80.7846,
Norandal USA,264,Rowan&nbsp;County,2,"1709 Jake Alexander Blvd S, Salisbury, NC",,8/5/10,One NC,"Closed, Funds Disbursed",25,21,"$108,000","$81,000","1,095","1,095",23,163,163,$746,"$1,167.00","$43,097","$6,300,000","$6,393,967.00",1,1,35.6417,-80.472,
North American Aerodynamics,186,Person&nbsp;County,2,"110 Carver Drive, Roxboro, NC",,10/5/09,One NC,"Closed, $0 Disbursed",375,0,"$300,000",$0,"1,095","1,095",338,100,100,$414,$0.00,"$23,834","$803,700",$0.00,1,1,36.40761,-78.9737,
North Cove Springs Bottling and Beverage,196,McDowell&nbsp;County,2,"13195 Hwy 221N, Marion NC",,11/17/09,One NC,"Closed, $0 Disbursed",138,0,"$310,000",$0,"1,095","1,095",124,3,3,$487,$0.00,"$28,141","$3,000,000",$0.00,1,1,35.8415,-81.9897,
Novartis,309,Wake&nbsp;County,3,"475 Green Oaks Parkway, Holly Springs, NC",,12/22/10,One NC,"Closed, Funds Disbursed",100,104,"$1,000,000","$1,000,000","1,095","1,095",95,280,280,"$1,838","$2,637.00","$106,200","$32,400,000","$34,032,647.00",1,1,35.65975,-78.8682,
Novartis,310,Wake&nbsp;County,3,"475 Green Oaks Parkway	, Holly Springs, NC 27540-7976",,12/22/10,JDIG,Active,100,104,"$2,706,750","$807,146",730,730,95,350,437,"$95,580","$136,436.00","$106,200","$32,400,000","$34,032,647.00",0,1,35.65975,-78.8682,
Novo Nordisk Pharmaceutical Industries,283,Johnston&nbsp;County,3,"3612 Powhatan Road, Clayton, NC 27527-9217",,10/4/10,JDIG,Active,85,115,"$840,000","$134,250","1,825","1,184",77,436,436,"$38,678","$67,096.00","$42,976","$117,962,671","$104,551,058.00",0,1,35.59273,-78.3539,
Novo Nordisk Pharmaceutical Industries,284,Johnston&nbsp;County,3,"3612 Powhatan Road, Clayton, NC",,10/4/10,One NC,Active,85,115,"$400,000","$353,000","1,095","1,095",68,436,436,$744,"$1,290.00","$42,976","$65,762,671","$104,551,058.00",1,1,35.61517,-78.4114,
NSA Holdings,321,Forsyth&nbsp;County,3,"40 Creswell Court, Greensboro, NC",,1/26/11,One NC,"Closed, Funds Disbursed",308,247,"$300,000","$300,000","1,460","1,460",277,0,0,$734,$835.00,"$42,072","$1,143,900","$1,344,886.00",1,1,35.99885,-79.8759,
Nussbaum Automotive Solutions,484,Gaston&nbsp;County,2,"1932 Jordache Ct, Gastonia, NC",,10/26/12,One NC,Active,83,21,"$137,000","$34,250","1,095",796,75,0,0,$898,"$1,007.00","$51,875","$6,840,000","$2,594,165.00",1,1,35.27694,-81.2433,
Nypro,285,Buncombe&nbsp;County,3,"100 Vista Road, Arden, NC",,10/4/10,One NC,"Closed, $0 Disbursed",156,0,"$200,000",$0,"1,095","1,095",32,218,218,$571,$0.00,"$30,951","$24,000,000",$0.00,1,1,35.46671,-82.5818,
Ossid,338,Edgecombe&nbsp;County,1,"4000 College Road, Rocky Mount, NC",,4/4/11,One NC,"Closed, $0 Disbursed",6,0,"$200,000",$0,"1,095","1,095",6,79,79,$577,$0.00,"$38,000","$849,332",$0.00,1,1,36.000877,-77.766697,
P&G Manufacturing,380,Beaufort&nbsp;County,1,"Beaufort County Industrial Park, NC",,8/12/11,One NC,"Closed, $0 Disbursed",32,0,"$96,000",$0,"1,095","1,095",29,33,33,$580,$0.00,"$33,516","$3,600,000",$0.00,1,1,35.59347,-77.0985,
Palziv North America,191,Franklin&nbsp;County,2,"7966 NC Hwy 56, Louisburg, NC",,10/30/09,One NC,"Closed, Funds Disbursed",72,69,"$250,000","$250,000","1,095","1,095",65,0,0,$591,$708.00,"$34,167","$7,000,000","$8,418,028.00",1,1,36.08328,-78.3361,
PAS USA,302,Beaufort&nbsp;County,1,"2010 West 15th Street, Washington, NC",,11/30/10,One NC,Active,239,61,"$800,000","$200,000","1,825","1,492",215,125,125,$458,$543.00,"$27,258","$2,880,000","$237,679.00",1,1,35.56257,-77.0618,
Pate-Dawson Co,411,Iredell&nbsp;County,3,"402 Statesvile Industrial Park, Route 70, Statesville, NC",,12/19/11,One NC,"Closed, Funds Disbursed",49,41,"$150,000","$112,500","1,095","1,095",44,412,412,$823,$892.00,"$47,531","$7,650,000","$8,225,293.00",1,1,35.76884,-80.8543,
PepsiCo,293,Forsyth&nbsp;County,3,"1100 Reynolds Blvd, Winston-Salem, NC",,10/29/10,One NC,"Closed, $0 Disbursed",195,0,"$400,000",$0,"1,095","1,095",176,870,870,$606,$0.00,"$36,077","$6,750,000",$0.00,1,1,36.13443,-80.2516,
Piedmont Aviation Component Services,139,Forsyth&nbsp;County,3,"1031 East Mountain St, Kernersville NC",,2/6/09,One NC,"Closed, $0 Disbursed",120,0,"$44,000",$0,"1,095","1,095",108,126,126,$780,$0.00,"$44,805","$5,800,000",$0.00,1,1,36.11203,-80.0512,
Piedmont Pharmaceuticals,472,Guilford&nbsp;County,3,"204 Muirs Chapel Rd, Greensboro, NC",,9/17/12,One NC,Active,14,4,"$88,000",$0,"1,095",835,13,12,12,"$1,877","$3,522.00","$108,429","$251,000","$59,738.00",1,1,36.07391,-79.8705,
Piedmont Propulsion Systems,418,Forsyth&nbsp;County,3,"4401 Lancing Drive, Winston-Salem, NC",,1/17/12,One NC,Active,25,0,"$50,000",$0,"1,095","1,079",23,31,31,$594,$0.00,"$34,304","$1,490,000",$0.00,1,1,36.14933,-80.2223,
Pierre Foods,222,Catawba&nbsp;County,2,"3437 E Main Street, Claremont, NC",,3/4/10,One NC,"Closed, $0 Disbursed",500,0,"$600,000",$0,"1,095","1,095",450,717,717,$458,$0.00,"$26,467","$15,120,000",$0.00,1,1,35.71637,-81.142,
Pittsburgh Glass Works,342,Surry&nbsp;County,1,"300 PGW Drive, Elkin, NC 28621-8923",,4/12/11,JDIG,Active,260,66,"$2,103,000",$0,"1,460",994,234,19,19,"$30,608","$46,487.00","$30,608","$76,514,000",$0.00,1,1,36.21387,-80.8624,
Pittsburgh Glass Works,343,Surry&nbsp;County,1,"Blythe Candle Company Building, Elkin, NC",,4/12/11,One NC,Active,260,0,"$500,000",$0,"1,460","1,359",234,19,19,$589,$0.00,"$30,608","$76,514,000",$0.00,0,1,36.27637,-80.8366,
Plastek Industries,232,Richmond&nbsp;County,1,"1015 County Home Road, Hamlet, NC 28345-4390",,4/12/10,JDIG,Active,250,233,"$1,976,000","$665,099","1,095","1,095",225,0,106,"$29,542","$29,550.00","$32,800","$17,100,000","$22,783,678.00",0,1,34.91703,-79.68,
Plastek Industries,233,Richmond&nbsp;County,1,"1015 County Home Road, Hamlet NC",,4/12/10,One NC,"Closed, Funds Disbursed",250,233,"$250,000","$24,444","1,095","1,095",225,0,0,$568,$568.98,"$32,800","$17,100,000","$35,818,861.00",1,1,34.91703,-79.68,
Plasticard Locktech International LLP,442,Buncombe&nbsp;County,3,"605 Sweeten Creek Industrial Park, Asheville, NC",,5/17/12,One NC,Active,42,0,"$84,000",$0,"1,095",958,38,200,200,$456,$0.00,"$26,190","$3,960,000",$0.00,1,1,35.54564,-82.5157,
Precision Hydraulic Cylinders,294,Duplin&nbsp;County,2,"196 N Hwy 41, Beulaville, NC",,11/4/10,One NC,"Closed, Funds Disbursed",89,55,"$92,000","$46,000","1,095","1,095",80,111,111,$463,$787.00,"$26,777","$3,065,850","$4,247,163.00",1,1,34.9228,-77.7738,
PreGel America,399,Cabarrus&nbsp;County,3,"4450 Fortune Ave NW, Concord, NC",,11/15/11,One NC,"Closed, Funds Disbursed",48,16,"$67,500","$25,650","1,095","1,095",43,80,80,$701,$783.00,"$40,500","$10,260,000","$13,817,593.00",1,1,35.42796,-80.6548,
Premier Healthcare Solutions,188,Mecklenburg&nbsp;County,3,"13034 Ballantyne Corporate Place, Charlotte, NC 28277-1498",,10/14/09,JDIG,Active,300,251,"$4,089,000","$1,056,000","1,825","1,539",270,748,748,"$62,460","$142,575.00","$69,400","$15,930,000","$77,939,264.00",1,1,35.06076,-80.8475,
Premiere Fibers,184,Anson&nbsp;County,1,"10056 Hwy 52 N, Ansonville, NC",,9/28/09,One NC,"Closed, Funds Disbursed",20,18,"$50,200","$50,200","1,095","1,095",18,132,132,$419,$837.00,"$24,204","$2,250,000","$5,924,061.00",1,1,35.11985,-80.1044,
Providencia USA,320,Iredell&nbsp;County,3,"200 Deer Ridge, Statesville, NC",,1/26/11,One NC,"Closed, $0 Disbursed",28,0,"$42,000",$0,"1,095","1,095",25,52,52,$629,$0.00,"$33,500","$54,000,000",$0.00,1,1,35.8139,-80.959,
Punker,405,Catawba&nbsp;County,2,"914-916 25th Street SE, Hickory, NC",,11/28/11,One NC,"Closed, $0 Disbursed",56,0,"$78,100",$0,"1,095","1,095",50,0,0,$620,$0.00,"$35,850","$3,810,000",$0.00,1,1,35.71707,-81.2875,
QVC Inc,322,Edgecombe&nbsp;County,1,"100 QVC Boulevard, Rocky Mount, NC",,2/9/11,One NC,Active,200,0,"$1,000,000",$0,"1,460","1,421",180,541,541,$471,$0.00,"$30,216","$63,900,000",$0.00,1,1,35.923,-77.6828,
Ralph Lauren,449,Guilford&nbsp;County,3,"4100 Beechwood Drive, Greensboro, NC 27410-8117",,6/14/12,JDIG,Active,500,173,"$2,455,500","$102,000","1,460",565,450,"1,422",1422,"$30,944","$47,066.00","$31,000","$87,300,000","$104,708,793.00",0,1,36.05377,-79.9459,
Ralph Lauren,450,Guilford&nbsp;County,3,"Guilford County, NC",,6/14/12,One NC,Active,500,173,"$500,000","$156,000","1,460",930,450,"1,422",1422,$595,$905.00,"$31,000","$87,300,000","$104,700,000.00",1,1,36.08176,-79.895,
Red F PBC,307,Mecklenburg&nbsp;County,3,"2101 Rexford Road, Suite 300W, Charlotte, NC",,12/17/10,One NC,"Closed, $0 Disbursed",60,0,"$60,000",$0,"1,095","1,095",54,46,46,$808,$0.00,"$47,167","$7,830,000",$0.00,1,1,35.15795,-80.8323,
Red Hat,314,Wake&nbsp;County,3,"100 East Davie Street, Raleigh, NC 27601-2088",,1/10/11,JDIG,Active,540,347,"$6,755,250","$950,250","1,460","1,086",180,696,696,"$72,473","$113,637.00","$80,525","$30,000,000","$59,082,271.00",1,1,35.77556,-78.6384,
Red Hat,315,Wake&nbsp;County,3,"100 East Davie Street, Raleigh, NC 27601-2088",,1/10/11,JDIG,Active,540,Not Reported,"$8,270,250",$0,"1,825","1,086",225,876,Not Reported,"$74,774",Not Reported,"$80,525","$7,222,500",Not Reported,0,0,35.77556,-78.6384,
Reed Elsevier,426,Wake&nbsp;County,3,"2000 Regency Parkway, Cary, NC 27518-7718",,2/15/12,JDIG,Active,350,0,"$8,860,500",$0,"1,825",685,315,311,296,"$82,480",$0.00,"$91,644",$0,$0.00,1,1,35.73456,-78.789,
Reich,289,Buncombe&nbsp;County,3,"140 Vista Blvd, Arden, NC",,10/18/10,One NC,"Closed, Funds Disbursed",56,71,"$175,000","$175,000","1,460","1,460",50,0,0,$571,$758.00,"$32,435","$29,700,000","$32,422,456.00",1,1,35.46727,-82.5816,
REPI,333,Gaston&nbsp;County,2,"2825 Repi Court, Dallas, NC",,3/16/11,One NC,"Closed, Funds Disbursed",27,11,"$75,000","$34,500","1,460","1,460",24,3,3,$720,"$1,324.00","$41,586","$5,230,800","$8,227,721.00",1,1,35.23565,-81.335,
Reser's Fine Foods,212,Halifax&nbsp;County,1,"Halifax Industrial Center, NC Hwy 903, Halifax, NC",,1/19/10,One NC,"Closed, $0 Disbursed",500,0,"$1,000,000",$0,"1,825","1,825",450,260,260,$409,$0.00,,"$56,250,000",$0.00,1,1,36.36271,-77.6665,
Richmond Specialty Yarns,192,Richmond&nbsp;County,1,"1748 North US Highway 220, Ellerbe, NC",,11/9/09,One NC,"Closed, Funds Disbursed",135,174,"$150,000","$75,000","1,095","1,095",248,0,0,$449,$466.00,"$25,931","$900,000","$922,979.00",1,1,35.05727,-79.7682,
Rock-Tenn Converting Company,334,McDowell&nbsp;County,1,"33 Burgin Street, Marion, NC",,3/29/11,One NC,Active,124,58,"$372,000","$93,750","1,825","1,373",112,625,625,$572,$823.54,"$33,023","$26,792,819","$22,567,326.00",1,1,35.6826,-82.0121,
S&D Coffee,488,Cabarrus&nbsp;County,3,"7955 West Winds Blvd, Concord, NC 28027-3306",,11/19/12,JDIG,Active,200,Not Reported,"$1,563,000",$0,"1,460",407,180,613,Not Reported,"$32,680",Not Reported,"$36,311","$42,300,000",Not Reported,0,0,35.39028,-80.7217,
S&D Coffee,490,Cabarrus&nbsp;County,3,"7955 West Winds Blvd, Concord, NC 28027-3306",,11/19/12,One NC,Active,200,0,"$300,000",$0,"1,825",772,180,613,613,$628,$0.00,"$36,311","$42,300,000",$0.00,1,1,35.39028,-80.7217,
Saertex USA,290,Mecklenburg&nbsp;County,3,"12200-A Mt Holly-Huntersville Road, Huntersville, NC",,10/18/10,One NC,"Closed, $0 Disbursed",178,0,"$110,000",$0,"1,095","1,095",160,126,126,$794,$0.00,"$41,506","$5,850,000",$0.00,1,1,35.37558,-80.8542,
SANS Technical Fibers,198,Rockingham&nbsp;County,1,"4721 NC Highway 770, Stoneville, NC",,12/1/09,One NC,"Closed, Funds Disbursed",25,57,"$60,000","$60,000","1,095","1,095",25,96,96,$445,$720.00,"$25,669","$2,800,000","$4,240,715.00",1,1,36.46788,-79.8897,
Sattler AG,303,Caldwell&nbsp;County,1,"447 Main Street, Hudson, NC",,12/1/10,One NC,"Closed, Funds Disbursed",76,73,"$150,000","$150,000","1,095","1,095",68,0,0,$664,$873.00,"$39,934","$4,050,000","$4,333,809.00",1,1,35.85034,-81.4969,
SBFI - North America,443,McDowell&nbsp;County,1,"769 E Main St, Old Fort, NC",,5/31/12,One NC,"Closed, $0 Disbursed",25,0,"$75,000",$0,"1,095","1,095",23,101,101,$538,$0.00,"$31,080","$1,260,000",$0.00,1,1,35.63417,-82.1722,
Schletter,465,Cleveland&nbsp;County,1,"1001 Commerce Center Drive, Shelby, NC 28150-7728",,8/13/12,JDIG,Active,305,112,"$2,930,000","$75,496","1,825",505,275,0,0,"$36,594","$31,879.00","$40,660","$24,480,000",$0.00,1,1,35.09146,-80.887,
Schletter,466,Cleveland&nbsp;County,1,"1001 Commerce Drive, Shelby, NC",,8/13/12,One NC,Active,305,0,"$630,000",$0,"1,460",870,275,0,0,$704,$0.00,"$40,660","$24,480,000",$0.00,0,1,35.09146,-80.887,
SCR-Tech,176,Mecklenburg&nbsp;County,3,"11701 Mt Holly Road, Charlotte, NC",,9/3/09,One NC,"Closed, Funds Disbursed",61,38,"$90,000","$62,100","1,095","1,095",55,47,47,$855,"$1,087.00","$49,372","$10,260,000","$15,292,095.00",1,1,35.29851,-80.9987,
Semprius,372,Vance&nbsp;County,1,"4915 Prospectus Drive, Durham, NC 27713-4401",,7/19/11,JDIG,"Terminated, $0 Reimbursements Issued",256,26,"$3,065,000",$0,"1,825","1,825",230,29,36,"$41,009","$60,784.00","$45,565","$80,730,000",$0.00,1,1,36.31902,-78.4875,
Semprius,373,Vance&nbsp;County,1,"145 Technology Lane, Henderson, NC",,7/19/11,One NC,"Closed, $0 Disbursed",256,0,"$600,000",$0,"1,460","1,460",230,29,29,$789,$0.00,"$45,565","$80,730,000",$0.00,0,1,36.31902,-78.4875,
Sequenom,388,Wake&nbsp;County,3,"7010 Kit Creek Road, Research Triangle Park, NC 27709",,10/12/11,JDIG,"Terminated, Reimbursements Issued",242,56,"$2,355,750","$54,457","1,825","1,825",218,0,0,"$48,349","$55,354.00","$53,721","$16,803,000",$0.00,1,1,35.85673,-78.87,
Shalag US,187,Granville&nbsp;County,2,"917 SE Industry Drive, Oxford, NC",,10/9/09,One NC,"Closed, Funds Disbursed",42,39,"$110,000","$110,000","1,095","1,095",38,0,0,$692,"$1,020.00","$39,966","$14,760,000","$16,857,508.00",1,1,36.31181,-78.5506,
Shalag US,385,Granville&nbsp;County,2,"917 SE Industrial Drive, Oxford, NC",,10/6/11,One NC,"Closed, Funds Disbursed",25,28,"$75,000","$75,000","1,095","1,095",23,42,42,$595,$991.00,"$34,400","$13,950,000","$15,676,843.00",1,1,36.30901,-78.5578,
Sheetz Distribution Services,469,Alamance&nbsp;County,2,"Whites Kennel Road, Burlington, NC 27215",,9/5/12,JDIG,Active,254,Not Reported,"$1,931,200",$0,"1,460",482,229,0,Not Reported,"$27,841",Not Reported,"$29,133","$29,560,000",Not Reported,0,0,36.04238,-79.4388,
Sheetz Distribution Services,470,Alamance&nbsp;County,2,"Whites Kennel Road, Burlington, NC 27215",,9/5/12,One NC,Active,254,0,"$800,000",$0,"2,190",847,229,0,0,$535,$0.00,"$29,133","$29,560,000",$0.00,1,1,36.04238,-79.4388,
Sid Tool Co,454,Mecklenburg&nbsp;County,3,"3410 Saint Vardell Lane A, Charlotte, NC 28217-1436",,6/20/12,JDIG,Active,400,Not Reported,"$11,772,750",$0,"1,460",559,360,64,Not Reported,"$79,176",Not Reported,"$79,000","$28,170,000",Not Reported,0,0,35.19949,-80.88,
Sid Tool Co,455,Mecklenburg&nbsp;County,3,"Harbor Place (i-77 & Exit 30), Davidson, NC",,6/20/12,One NC,Active,400,0,"$1,050,000",$0,"1,825",924,360,0,0,"$1,523",$0.00,"$79,000","$28,170,000",$0.00,1,1,35.50586,-80.8656,
Siegwerk EIC,494,Burke&nbsp;County,1,"1 Quality Products Road, Morganton, NC",,12/13/12,One NC,Active,18,18,"$36,000",$0,"1,095",748,16,112,112,$456,$807.00,"$420,000","$2,700,000","$1,000,000.00",1,1,35.7113,-81.6959,
Siemens Energy,158,Mecklenburg&nbsp;County,3,"5101 Westinghouse Blvd, Charlotte, NC 28273-9640",,5/14/09,JDIG,Active,226,218,"$2,745,000","$1,026,000","1,825","1,692",203,775,1254,"$54,003","$86,888.00","$66,463","$44,968,000","$45,307,807.00",1,1,35.1433,-80.9854,
Siemens Energy,223,Mecklenburg&nbsp;County,3,"5101 Westinghouse Blvd, Charlotte, NC 28273-9640",,3/11/10,JDIG,Active,825,471,"$21,756,750","$2,251,500","1,825","1,391",660,777,1001,"$57,569","$99,863.00","$64,000","$121,500,000","$189,470,428.00",0,1,35.1433,-80.9854,
Siemens Energy,224,Mecklenburg&nbsp;County,3,"5010 Westinghouse Blvd, Charlotte, NC",,3/11/10,One NC,"Closed, Funds Disbursed",825,471,"$1,000,000","$1,000,000","1,095","1,095",420,777,777,"$1,107","$1,920.00","$64,000","$121,500,000","$189,470,428.00",1,1,35.14231,-80.9846,
Siemens Energy,288,Wake&nbsp;County,3,"7000 Siemens Road, Wendell, NC 27591-8309",Wake (Tier 3),10/14/10,JDIG,Active,139,99,"$2,574,000","$565,403","1,460","1,174",125,260,260,"$79,862","$127,013.00","$88,883",$0,$0.00,1,1,35.81626,-78.3883,
Sierra Nevada Brewing Co,420,Henderson&nbsp;County,3,"Ferncliff Industrial Park, Henderson, NC",,1/24/12,One NC,"Closed, Funds Disbursed",95,108,"$1,025,000","$1,025,000","1,825","1,825",86,0,0,$717,"$1,092.00","$41,526","$96,750,000","$170,782,076.00",1,1,35.32579,-82.5818,
Sioux Tools,143,Cherokee&nbsp;County,2,"250 Snap-on Drive, Murphy, NC",,2/19/09,One NC,"Closed, $0 Disbursed",40,0,"$120,000",$0,"1,095","1,095",36,163,163,$532,$0.00,"$30,751","$1,760,000",$0.00,1,1,35.13116,-84.0388,
Smithfield-Kinston,395,Lenoir&nbsp;County,1,"1780 Smithfield Way, Kinston, NC",,11/8/11,One NC,"Closed, Funds Disbursed",330,449,"$700,000","$700,000","1,095","1,095",297,340,340,$478,$641.00,"$27,644","$76,900,000","$82,037,066.00",1,1,35.40786,-77.2156,
Solaris Industries,216,Cleveland&nbsp;County,1,"133 Industrial Drive, Kings Mountain, NC",,2/2/10,One NC,"Closed, Funds Disbursed",40,24,"$50,000","$33,500","1,095","1,095",36,0,0,$555,$797.42,"$32,080","$2,880,000","$3,109,000.00",1,1,35.22222,-81.3368,
Solstas Lab Partners Group,424,Guilford&nbsp;County,3,"High Point, Guilford County, NC",,2/7/12,One NC,"Closed, $0 Disbursed",300,0,"$450,000",$0,"1,095","1,095",270,721,721,$848,$0.00,"$45,000","$6,750,000",$0.00,1,1,36.06308,-79.9482,
Sonoco Plastics,401,Haywood&nbsp;County,2,"288 Howell Mill Road, Waynesville, NC",,11/16/11,One NC,"Closed, Funds Disbursed",35,63,"$140,000","$140,000","1,095","1,095",32,331,331,$610,$662.00,"$35,264","$10,551,000","$11,940,435.00",1,1,35.50379,-82.9843,
Spectrum Mills,239,McDowell&nbsp;County,2,"253 Barnes Road, Marion, NC",,4/23/10,One NC,"Closed, $0 Disbursed",49,0,"$135,000",$0,"1,095","1,095",44,0,0,$576,$0.00,"$33,286","$2,475,000",$0.00,1,1,35.65568,-81.9707,
Spinrite Services,417,Beaufort&nbsp;County,1,"1481 West 2nd Street, Washington, NC",,1/17/12,One NC,"Closed, Funds Disbursed",90,81,"$180,000","$180,000","1,095","1,095",81,0,0,$435,$551.00,"$22,222","$975,000","$1,061,245.00",1,1,35.55487,-77.0737,
Springfield Service Corp,403,Guilford&nbsp;County,3,"3515 West Market Street, Greensboro, NC",,11/22/11,One NC,Active,75,0,"$75,000",$0,"1,825","1,135",68,0,0,$486,$0.00,"$28,060","$350,000",$0.00,1,1,36.0748,-79.8446,
SPX Corp,296,Mecklenburg&nbsp;County,3,"13515 Ballantyne Coporate Place, Charlotte, NC 28277-2706",,11/15/10,JDIG,Active,180,89,"$4,154,250","$477,157","1,825","1,142",162,252,252,"$74,625","$137,535.00","$82,917","$63,000,000","$81,172,507.00",1,1,35.06085,-80.8482,
SPX Corp,297,Mecklenburg&nbsp;County,3,"13515 Ballantyne Corporate Place, Charlotte NC",,11/15/10,One NC,"Closed, Funds Disbursed",180,84,"$350,000","$155,000","1,095","1,095",97,252,252,"$1,435","$1,675.00","$82,917","$63,000,000","$81,172,507.00",0,1,35.06085,-80.8482,
Stanley Furniture Co,434,Guilford&nbsp;County,3,"200 North Hamilton Street, High Point, NC",,4/13/12,One NC,"Closed, Funds Disbursed",42,25,"$335,000","$221,100","1,095","1,095",38,13,13,"$1,120","$1,481.00",,"$3,600,000","$5,441,375.00",1,1,35.96091,-80.005,
STEAG Energy Services,485,Cleveland&nbsp;County,1,"304 Linwood Road, Kings Mountain, NC",,10/31/12,One NC,Active,29,31,"$50,000",$0,"1,460",791,26,57,57,$759,"$1,050.00","$43,841","$5,400,000","$1,083,834.00",1,1,35.25191,-81.3338,
Steven-Robert Originals,337,Robeson&nbsp;County,1,"Pembroke, NC",,4/1/11,One NC,Active,342,0,"$392,000",$0,"1,825","1,370",308,0,0,$397,$0.00,"$22,926","$3,600,000",$0.00,1,1,34.71644,-79.128,
Stonewall Packaging,148,Jackson&nbsp;County,2,"52 W Main Street, Sylva, NC",,4/1/09,One NC,"Closed, $0 Disbursed",61,0,"$200,000",$0,"1,095","1,095",55,119,119,$681,$0.00,"$39,344","$14,940,000",$0.00,1,1,35.37504,-83.2155,
Superior Essex Energy,344,Edgecombe&nbsp;County,1,"2901 Anaconda Road									, Tarboro, NC 27886-8835",,4/14/11,JDIG,"Terminated, $0 Reimbursements Issued",116,2,"$1,214,000",$0,"1,460","1,460",104,238,238,"$37,160","$176,756.00","$41,289","$52,452,000",$0.00,1,1,35.91107,-77.5835,
Sustainable Textile Group,156,Rowan&nbsp;County,2,"308 E Thom St, China Grove, NC",,5/4/09,One NC,"Closed, $0 Disbursed",223,0,"$300,000",$0,"1,095","1,095",201,0,0,$560,$0.00,"$29,141","$11,000,000",$0.00,1,1,35.56084,-80.5862,
Talon Systems America,205,Iredell&nbsp;County,3,"607 Meacham Road, Statesville, NC",,12/17/09,One NC,"Closed, $0 Disbursed",90,0,"$46,590",$0,"1,095","1,095",81,0,0,$493,$0.00,,"$5,310,000",$0.00,1,1,35.79683,-80.9216,
Tasz,280,Caldwell&nbsp;County,1,"240 Polychem Court, Lenoir, NC",,9/24/10,One NC,"Closed, $0 Disbursed",21,0,"$42,000",$0,"1,095","1,095",19,20,20,$516,$0.00,"$29,833","$2,880,000","$160,000.00",1,1,35.93756,-81.5398,
Technimark,356,Randolph&nbsp;County,2,"180 Commerce Place, Asheboro NC",,5/18/11,One NC,"Closed, Funds Disbursed",30,30,"$60,000","$60,000","1,460","1,460",30,639,639,"$1,049","$1,239.00","$61,333","$20,000,000","$47,725,294.00",1,1,35.77852,-79.8173,
The Roberts Company Fabrication Services,352,Pitt&nbsp;County,2,"133 Forlines Road, Winterville, NC",,5/2/11,One NC,"Closed, Funds Disbursed",29,58,"$80,000","$60,000","1,095","1,095",26,95,95,$701,$940.00,"$40,480","$2,925,000","$2,435,330.00",1,1,35.537,-77.4187,
ThermoFisher Scientific Corp,202,Buncombe&nbsp;County,3,"275 Aiken Road, Asheville, NC",,12/14/09,One NC,"Closed, $0 Disbursed",104,0,"$208,000",$0,"1,095","1,095",94,573,573,$706,$0.00,"$40,811","$3,150,000",$0.00,1,1,35.68508,-82.5751,
